fecha,id_cliente,id_producto,unidades,precio_unitario
2025-01-14,C156,P39,2,14.17
2025-01-09,C128,P50,1,10.44
2025-01-20,C024,P31,4,12.51
2025-01-20,C405,P46,3,12.8
2025-01-20,C390,P29,3,17.53
2025-01-16,C313,P38,1,9.94
2025-01-02,C284,P45,2,7.25
2025-01-15,C373,P28,1,5.83
2025-01-05,C240,P17,1,5.81
2025-01-18,C367,P18,5,18.04
2025-01-16,C179,P42,4,14.59
2025-01-27,C309,P29,4,17.53
2025-01-23,C189,P27,4,13.45
2025-01-04,C028,P39,5,14.17
2025-01-10,C487,P28,5,5.83
2025-01-20,C377,P23,5,16.23
2025-01-27,C041,P23,1,16.23
2025-01-16,C042,P16,1,19.8
2025-01-08,C079,P18,2,18.04
2025-01-30,C002,P46,3,12.8
2025-01-06,C473,P19,5,6.72
2025-01-15,C344,P24,5,5.18
2025-01-08,C018,P45,2,7.25
2025-01-01,C267,P18,5,18.04
2025-01-13,C404,P20,1,6.28
2025-01-17,C039,P16,1,19.8
2025-01-26,C252,P19,5,6.72
2025-01-17,C080,P21,3,7.17
2025-01-18,C244,P13,4,10.24
2025-01-28,C369,P28,5,5.83
2025-01-12,C152,P15,1,7.67
2025-01-24,C498,P46,2,12.8
2025-01-14,C380,P50,3,10.44
2025-01-12,C143,P43,1,7.69
2025-01-01,C059,P23,4,16.23
2025-01-08,C428,P13,1,10.24
2025-01-02,C362,P33,4,17.83
2025-01-13,C365,P40,2,14.5
2025-01-20,C086,P40,2,14.5
2025-01-18,C249,P24,2,5.18
2025-01-28,C158,P46,5,12.8
2025-01-18,C451,P27,5,13.45
2025-01-18,C381,P42,5,14.59
2025-01-13,C366,P41,1,10.69
2025-01-21,C481,P23,1,16.23
2025-01-02,C126,P40,3,14.5
2025-01-25,C336,P37,4,11.91
2025-01-25,C461,P42,2,14.59
2025-01-26,C185,P10,2,17.09
2025-01-26,C209,P21,4,7.17
2025-01-11,C445,P32,4,7.38
2025-01-19,C041,P14,3,7.59
2025-01-29,C073,P13,5,10.24
2025-01-07,C234,P45,2,7.25
2025-01-11,C379,P40,1,14.5
2025-01-09,C229,P48,4,11.01
2025-01-14,C331,P43,4,7.69
2025-01-09,C398,P34,2,17.21
2025-01-11,C175,P25,1,12.55
2025-01-11,C478,P29,4,17.53
2025-01-16,C144,P14,5,7.59
2025-01-06,C260,P29,4,17.53
2025-01-27,C085,P47,3,7.58
2025-01-25,C329,P10,5,17.09
2025-01-11,C466,P13,2,10.24
2025-01-26,C084,P18,3,18.04
2025-01-21,C135,P41,1,10.69
2025-01-11,C261,P40,5,14.5
2025-01-27,C228,P17,5,5.81
2025-01-19,C378,P38,5,9.94
2025-01-14,C014,P28,4,5.83
2025-01-14,C060,P28,4,5.83
2025-01-17,C402,P28,2,5.83
2025-01-13,C210,P48,3,11.01
2025-01-05,C472,P23,5,16.23
2025-01-13,C100,P10,4,17.09
2025-01-07,C492,P13,3,10.24
2025-01-23,C429,P47,3,7.58
2025-01-30,C431,P49,3,16.35
2025-01-17,C231,P50,3,10.44
2025-01-30,C410,P35,2,7.88
2025-01-08,C171,P45,5,7.25
2025-01-03,C161,P37,1,11.91
2025-01-25,C284,P50,5,10.44
2025-01-29,C187,P41,1,10.69
2025-01-10,C382,P17,5,5.81
2025-01-19,C478,P33,5,17.83
2025-01-04,C046,P46,5,12.8
2025-01-04,C030,P13,1,10.24
2025-01-25,C356,P29,2,17.53
2025-01-15,C463,P28,2,5.83
2025-01-01,C313,P25,3,12.55
2025-01-08,C148,P45,1,7.25
2025-01-05,C049,P14,5,7.59
2025-01-12,C047,P13,1,10.24
2025-01-08,C180,P40,2,14.5
2025-01-20,C132,P36,3,11.39
2025-01-11,C022,P16,3,19.8
2025-01-14,C471,P34,4,17.21
2025-01-05,C221,P40,1,14.5
2025-01-27,C096,P26,1,8.51
2025-01-09,C489,P17,5,5.81
2025-01-05,C270,P44,3,14.23
2025-01-21,C260,P44,5,14.23
2025-01-23,C141,P41,2,10.69
2025-01-01,C328,P19,5,6.72
2025-01-12,C190,P47,3,7.58
2025-01-25,C393,P15,4,7.67
2025-01-02,C332,P28,3,5.83
2025-01-07,C328,P26,2,8.51
2025-01-27,C299,P50,2,10.44
2025-01-03,C055,P28,1,5.83
2025-01-27,C324,P11,4,15.28
2025-01-22,C437,P11,2,15.28
2025-01-24,C385,P22,3,9.23
2025-01-12,C432,P37,1,11.91
2025-01-05,C379,P26,1,8.51
2025-01-03,C459,P26,1,8.51
2025-01-14,C488,P32,3,7.38
2025-01-23,C221,P19,5,6.72
2025-01-24,C487,P25,3,12.55
2025-01-04,C171,P20,4,6.28
2025-01-18,C412,P49,5,16.35
2025-01-16,C018,P26,5,8.51
2025-01-23,C195,P43,1,7.69
2025-01-26,C221,P50,2,10.44
2025-01-21,C014,P42,3,14.59
2025-01-15,C275,P13,2,10.24
2025-01-12,C276,P45,2,7.25
2025-01-13,C092,P27,3,13.45
2025-01-19,C494,P10,5,17.09
2025-01-18,C433,P38,2,9.94
2025-01-10,C038,P19,2,6.72
2025-01-12,C280,P49,4,16.35
2025-01-23,C052,P24,3,5.18
2025-01-09,C030,P31,1,12.51
2025-01-17,C254,P50,3,10.44
2025-01-21,C294,P24,4,5.18
2025-01-17,C288,P23,1,16.23
2025-01-01,C398,P40,4,14.5
2025-01-21,C225,P43,2,7.69
2025-01-30,C252,P17,5,5.81
2025-01-24,C180,P35,3,7.88
2025-01-19,C101,P31,4,12.51
2025-01-15,C369,P20,5,6.28
2025-01-13,C192,P21,5,7.17
2025-01-02,C025,P39,5,14.17
2025-01-11,C290,P25,4,12.55
2025-01-07,C210,P14,4,7.59
2025-01-19,C041,P12,5,8.23
2025-01-12,C387,P14,1,7.59
2025-01-29,C245,P45,2,7.25
2025-01-11,C175,P11,1,15.28
2025-01-03,C234,P46,3,12.8
2025-01-16,C430,P43,3,7.69
2025-01-27,C221,P14,3,7.59
2025-01-21,C427,P38,3,9.94
2025-01-26,C249,P17,5,5.81
2025-01-12,C431,P38,2,9.94
2025-01-21,C206,P34,2,17.21
2025-01-21,C207,P44,1,14.23
2025-01-27,C245,P11,2,15.28
2025-01-19,C452,P43,5,7.69
2025-01-05,C355,P49,1,16.35
2025-01-06,C164,P29,1,17.53
2025-01-21,C111,P42,4,14.59
2025-01-12,C352,P31,5,12.51
2025-01-06,C249,P21,2,7.17
2025-01-14,C193,P27,5,13.45
2025-01-24,C062,P16,1,19.8
2025-01-24,C155,P49,2,16.35
2025-01-22,C182,P36,1,11.39
2025-01-04,C330,P25,5,12.55
2025-01-27,C172,P27,3,13.45
2025-01-05,C403,P28,2,5.83
2025-01-22,C236,P47,3,7.58
2025-01-01,C372,P31,1,12.51
2025-01-26,C141,P29,2,17.53
2025-01-26,C298,P38,1,9.94
2025-01-18,C174,P30,4,9.08
2025-01-15,C135,P24,5,5.18
2025-01-26,C179,P38,3,9.94
2025-01-13,C448,P47,3,7.58
2025-01-01,C238,P41,5,10.69
2025-01-01,C289,P15,5,7.67
2025-01-15,C134,P18,2,18.04
2025-01-25,C313,P29,5,17.53
2025-01-05,C300,P44,2,14.23
2025-01-17,C008,P33,3,17.83
2025-01-09,C055,P44,5,14.23
2025-01-13,C275,P48,2,11.01
2025-01-01,C338,P46,1,12.8
2025-01-08,C006,P38,2,9.94
2025-01-26,C268,P16,1,19.8
2025-01-22,C057,P25,2,12.55
2025-01-05,C243,P47,1,7.58
2025-01-29,C017,P18,5,18.04
2025-01-18,C311,P16,4,19.8
2025-01-10,C113,P10,3,17.09
2025-01-19,C162,P26,1,8.51
2025-01-04,C463,P21,4,7.17
2025-01-30,C138,P18,3,18.04
2025-01-14,C377,P43,2,7.69
2025-01-16,C320,P30,4,9.08
2025-01-04,C050,P26,1,8.51
2025-01-14,C413,P47,1,7.58
2025-01-11,C211,P48,5,11.01
2025-01-29,C196,P26,3,8.51
2025-01-30,C282,P37,3,11.91
2025-01-10,C125,P19,4,6.72
2025-01-27,C031,P46,2,12.8
2025-01-18,C239,P16,1,19.8
2025-01-13,C035,P46,2,12.8
2025-01-29,C313,P26,2,8.51
2025-01-26,C299,P23,3,16.23
2025-01-28,C002,P28,1,5.83
2025-01-01,C323,P34,3,17.21
2025-01-07,C411,P18,5,18.04
2025-01-25,C100,P18,4,18.04
2025-01-25,C225,P32,4,7.38
2025-01-04,C115,P37,3,11.91
2025-01-19,C315,P12,2,8.23
2025-01-08,C232,P23,1,16.23
2025-01-11,C311,P24,1,5.18
2025-01-14,C166,P19,4,6.72
2025-01-16,C198,P11,3,15.28
2025-01-03,C113,P16,2,19.8
2025-01-30,C353,P44,4,14.23
2025-01-09,C174,P21,4,7.17
2025-01-17,C148,P44,3,14.23
2025-01-17,C103,P40,4,14.5
2025-01-10,C305,P24,2,5.18
2025-01-11,C200,P18,5,18.04
2025-01-13,C409,P28,1,5.83
2025-01-03,C432,P30,5,9.08
2025-01-29,C071,P36,3,11.39
2025-01-29,C285,P10,4,17.09
2025-01-09,C143,P12,1,8.23
2025-01-30,C458,P24,4,5.18
2025-01-16,C180,P43,1,7.69
2025-01-17,C024,P32,3,7.38
2025-01-24,C245,P26,1,8.51
2025-01-05,C402,P16,1,19.8
2025-01-17,C114,P47,1,7.58
2025-01-04,C011,P42,5,14.59
2025-01-28,C031,P18,2,18.04
2025-01-05,C031,P10,1,17.09
2025-01-26,C479,P33,4,17.83
2025-01-11,C193,P35,4,7.88
2025-01-02,C487,P11,3,15.28
2025-01-16,C073,P50,2,10.44
2025-01-02,C494,P27,4,13.45
2025-01-30,C067,P20,5,6.28
2025-01-14,C004,P11,3,15.28
2025-01-10,C346,P30,3,9.08
2025-01-13,C165,P12,2,8.23
2025-01-09,C494,P25,4,12.55
2025-01-01,C306,P44,5,14.23
2025-01-13,C422,P16,4,19.8
2025-01-13,C088,P44,3,14.23
2025-01-26,C180,P49,4,16.35
2025-01-20,C444,P35,4,7.88
2025-01-10,C494,P32,1,7.38
2025-01-08,C039,P50,3,10.44
2025-01-25,C070,P42,3,14.59
2025-01-15,C022,P16,4,19.8
2025-01-30,C034,P48,1,11.01
2025-01-04,C486,P15,5,7.67
2025-01-22,C495,P11,2,15.28
2025-01-15,C343,P14,4,7.59
2025-01-30,C096,P22,5,9.23
2025-01-18,C105,P44,3,14.23
2025-01-26,C406,P20,4,6.28
2025-01-08,C476,P24,3,5.18
2025-01-18,C105,P45,2,7.25
2025-01-22,C091,P14,4,7.59
2025-01-07,C414,P38,3,9.94
2025-01-01,C172,P24,5,5.18
2025-01-23,C181,P46,4,12.8
2025-01-23,C435,P23,3,16.23
2025-01-11,C419,P18,1,18.04
2025-01-18,C226,P25,4,12.55
2025-01-14,C461,P45,2,7.25
2025-01-02,C202,P20,2,6.28
2025-01-09,C310,P26,1,8.51
2025-01-28,C341,P49,3,16.35
2025-01-26,C064,P39,3,14.17
2025-01-29,C031,P38,2,9.94
2025-01-03,C277,P28,3,5.83
2025-01-09,C431,P42,2,14.59
2025-01-02,C230,P41,3,10.69
2025-01-14,C219,P44,4,14.23
2025-01-30,C197,P14,4,7.59
2025-01-03,C308,P41,3,10.69
2025-01-26,C189,P17,2,5.81
2025-01-08,C014,P49,5,16.35
2025-01-20,C500,P43,1,7.69
2025-01-20,C196,P33,4,17.83
2025-01-26,C110,P16,5,19.8
2025-01-02,C316,P50,1,10.44
2025-01-07,C418,P19,4,6.72
2025-01-22,C299,P39,5,14.17
2025-01-02,C437,P26,4,8.51
2025-01-25,C431,P29,3,17.53
2025-01-22,C366,P47,4,7.58
2025-01-07,C211,P13,2,10.24
2025-01-30,C388,P28,4,5.83
2025-01-21,C275,P12,1,8.23
2025-01-16,C218,P31,3,12.51
2025-01-01,C137,P24,5,5.18
2025-01-27,C013,P12,1,8.23
2025-01-26,C257,P35,4,7.88
2025-01-24,C351,P27,1,13.45
2025-01-02,C405,P48,5,11.01
2025-01-20,C094,P16,5,19.8
2025-01-17,C092,P25,5,12.55
2025-01-08,C396,P48,5,11.01
2025-01-26,C413,P22,5,9.23
2025-01-23,C201,P49,1,16.35
2025-01-17,C496,P29,3,17.53
2025-01-07,C336,P17,2,5.81
2025-01-12,C239,P10,3,17.09
2025-01-17,C147,P50,3,10.44
2025-01-07,C377,P48,3,11.01
2025-01-25,C322,P30,2,9.08
2025-01-30,C137,P10,3,17.09
2025-01-30,C101,P46,4,12.8
2025-01-18,C192,P45,3,7.25
2025-01-06,C039,P47,1,7.58
2025-01-13,C349,P22,3,9.23
2025-01-14,C357,P25,2,12.55
2025-01-19,C346,P49,4,16.35
2025-01-24,C164,P29,1,17.53
2025-01-30,C409,P28,5,5.83
2025-01-01,C006,P39,4,14.17
2025-01-13,C152,P34,3,17.21
2025-01-20,C403,P47,5,7.58
2025-01-16,C328,P31,4,12.51
2025-01-20,C379,P15,3,7.67
2025-01-10,C069,P28,1,5.83
2025-01-28,C141,P16,3,19.8
2025-01-22,C074,P31,4,12.51
2025-01-15,C456,P22,5,9.23
2025-01-23,C449,P22,5,9.23
2025-01-13,C284,P30,4,9.08
2025-01-09,C377,P20,5,6.28
2025-01-27,C456,P45,4,7.25
2025-01-28,C192,P34,1,17.21
2025-01-03,C095,P49,3,16.35
2025-01-10,C044,P20,3,6.28
2025-01-10,C401,P43,1,7.69
2025-01-27,C284,P34,3,17.21
2025-01-09,C139,P14,5,7.59
2025-01-25,C009,P30,3,9.08
2025-01-18,C068,P35,3,7.88
2025-01-02,C258,P20,5,6.28
2025-01-25,C457,P24,2,5.18
2025-01-11,C067,P48,5,11.01
2025-01-23,C095,P35,2,7.88
2025-01-25,C493,P36,2,11.39
2025-01-04,C247,P34,1,17.21
2025-01-22,C057,P29,1,17.53
2025-01-12,C326,P32,2,7.38
2025-01-18,C395,P32,4,7.38
2025-01-04,C138,P33,1,17.83
2025-01-28,C224,P50,1,10.44
2025-01-19,C100,P43,2,7.69
2025-01-02,C202,P45,5,7.25
2025-01-15,C108,P26,2,8.51
2025-01-23,C175,P36,2,11.39
2025-01-19,C224,P46,2,12.8
2025-01-25,C024,P22,1,9.23
2025-01-06,C022,P40,4,14.5
2025-01-12,C112,P49,4,16.35
2025-01-30,C139,P13,3,10.24
2025-01-25,C290,P15,5,7.67
2025-01-22,C162,P43,5,7.69
2025-01-24,C330,P30,2,9.08
2025-01-21,C041,P23,4,16.23
2025-01-18,C136,P47,5,7.58
2025-01-08,C140,P19,5,6.72
2025-01-03,C105,P37,4,11.91
2025-01-13,C026,P27,5,13.45
2025-01-05,C365,P46,3,12.8
2025-01-22,C366,P41,5,10.69
2025-01-25,C310,P22,2,9.23
2025-01-29,C113,P34,3,17.21
2025-01-12,C187,P43,5,7.69
2025-01-29,C127,P42,1,14.59
2025-01-20,C192,P28,4,5.83
2025-01-30,C156,P45,2,7.25
2025-01-14,C476,P34,4,17.21
2025-01-25,C293,P48,5,11.01
2025-01-18,C142,P47,4,7.58
2025-01-24,C296,P36,1,11.39
2025-01-11,C348,P47,2,7.58
2025-01-29,C030,P32,1,7.38
2025-01-14,C166,P19,2,6.72
2025-01-08,C019,P40,2,14.5
2025-01-12,C393,P30,2,9.08
2025-01-18,C313,P20,4,6.28
2025-01-28,C369,P50,5,10.44
2025-01-10,C265,P15,1,7.67
2025-01-06,C371,P43,2,7.69
2025-01-18,C149,P38,5,9.94
2025-01-11,C451,P32,4,7.38
2025-01-05,C452,P13,3,10.24
2025-01-19,C194,P12,3,8.23
2025-01-02,C458,P46,5,12.8
2025-01-14,C003,P36,4,11.39
2025-01-24,C331,P37,1,11.91
2025-01-14,C290,P23,2,16.23
2025-01-21,C336,P24,1,5.18
2025-01-07,C138,P50,1,10.44
2025-01-19,C256,P11,4,15.28
2025-01-16,C288,P29,3,17.53
2025-01-13,C097,P16,2,19.8
2025-01-06,C101,P33,3,17.83
2025-01-04,C414,P28,5,5.83
2025-01-09,C058,P26,3,8.51
2025-01-17,C232,P37,1,11.91
2025-01-04,C076,P35,5,7.88
2025-01-21,C184,P31,1,12.51
2025-01-15,C076,P45,4,7.25
2025-01-25,C104,P10,3,17.09
2025-01-01,C148,P20,3,6.28
2025-01-16,C300,P15,2,7.67
2025-01-12,C010,P14,2,7.59
2025-01-20,C326,P15,2,7.67
2025-01-05,C362,P23,4,16.23
2025-01-01,C178,P20,2,6.28
2025-01-10,C484,P50,3,10.44
2025-01-18,C269,P38,5,9.94
2025-01-06,C367,P17,5,5.81
2025-01-10,C116,P47,1,7.58
2025-01-21,C208,P39,3,14.17
2025-01-16,C264,P45,4,7.25
2025-01-21,C491,P37,3,11.91
2025-01-30,C041,P24,5,5.18
2025-01-13,C055,P25,1,12.55
2025-01-23,C423,P33,3,17.83
2025-01-03,C338,P40,4,14.5
2025-01-09,C092,P27,1,13.45
2025-01-23,C317,P38,2,9.94
2025-01-23,C009,P39,4,14.17
2025-01-18,C474,P18,5,18.04
2025-01-12,C248,P25,2,12.55
2025-01-22,C001,P12,1,8.23
2025-01-19,C010,P13,1,10.24
2025-01-28,C018,P16,5,19.8
2025-01-24,C249,P30,3,9.08
2025-01-15,C461,P48,1,11.01
2025-01-14,C322,P40,3,14.5
2025-01-08,C291,P30,5,9.08
2025-01-29,C463,P11,3,15.28
2025-01-29,C370,P44,3,14.23
2025-01-20,C114,P24,5,5.18
2025-01-17,C088,P50,1,10.44
2025-01-26,C275,P45,4,7.25
2025-01-18,C176,P20,1,6.28
2025-01-20,C054,P22,5,9.23
2025-01-03,C394,P28,2,5.83
2025-01-30,C175,P33,3,17.83
2025-01-06,C200,P24,1,5.18
2025-01-06,C076,P15,1,7.67
2025-01-06,C396,P29,5,17.53
2025-01-27,C227,P12,5,8.23
2025-01-28,C339,P32,4,7.38
2025-01-16,C051,P40,4,14.5
2025-01-03,C296,P30,1,9.08
2025-01-03,C418,P47,4,7.58
2025-01-30,C218,P11,1,15.28
2025-01-17,C229,P39,3,14.17
2025-01-05,C272,P29,1,17.53
2025-01-16,C391,P10,1,17.09
2025-01-20,C160,P17,5,5.81
2025-01-14,C221,P35,5,7.88
2025-01-10,C409,P39,5,14.17
2025-01-08,C021,P36,4,11.39
2025-01-28,C419,P21,2,7.17
2025-01-02,C452,P40,5,14.5
2025-01-21,C453,P12,3,8.23
2025-01-27,C416,P34,3,17.21
2025-01-30,C426,P32,1,7.38
2025-01-12,C200,P24,3,5.18
2025-01-18,C384,P42,5,14.59
2025-01-09,C452,P48,1,11.01
2025-01-08,C183,P49,1,16.35
2025-01-30,C226,P12,2,8.23
2025-01-17,C121,P42,4,14.59
2025-01-29,C140,P21,5,7.17
2025-01-24,C320,P29,3,17.53
2025-01-10,C127,P14,5,7.59
2025-01-01,C365,P49,4,16.35
2025-01-21,C093,P15,5,7.67
2025-01-14,C272,P30,5,9.08
2025-01-16,C467,P33,1,17.83
2025-01-25,C114,P20,2,6.28
2025-01-20,C383,P39,4,14.17
2025-01-11,C004,P40,5,14.5
2025-01-27,C004,P19,1,6.72
2025-01-04,C001,P34,4,17.21
2025-01-22,C016,P38,5,9.94
2025-01-28,C496,P43,1,7.69
2025-01-02,C342,P23,4,16.23
2025-01-30,C419,P11,3,15.28
2025-01-03,C164,P26,3,8.51
2025-01-22,C493,P43,2,7.69
2025-01-08,C334,P42,5,14.59
2025-01-12,C278,P14,5,7.59
2025-01-28,C207,P23,3,16.23
2025-01-27,C329,P32,1,7.38
2025-01-19,C353,P32,5,7.38
2025-01-04,C287,P28,5,5.83
2025-01-27,C153,P13,3,10.24
2025-01-20,C356,P43,5,7.69
2025-01-22,C147,P14,1,7.59
2025-01-08,C071,P29,2,17.53
2025-01-03,C433,P35,2,7.88
2025-01-03,C019,P41,2,10.69
2025-01-20,C442,P20,3,6.28
2025-01-07,C085,P10,3,17.09
2025-01-20,C013,P49,4,16.35
2025-01-08,C365,P32,1,7.38
2025-01-07,C019,P10,5,17.09
2025-01-30,C080,P15,3,7.67
2025-01-22,C050,P26,2,8.51
2025-01-23,C440,P12,5,8.23
2025-01-21,C461,P47,1,7.58
2025-01-26,C308,P48,1,11.01
2025-01-08,C201,P31,4,12.51
2025-01-10,C327,P16,5,19.8
2025-01-27,C123,P39,1,14.17
2025-01-10,C432,P39,1,14.17
2025-01-12,C472,P22,4,9.23
2025-01-28,C078,P11,3,15.28
2025-01-07,C248,P49,2,16.35
2025-01-26,C367,P37,3,11.91
2025-01-06,C472,P20,2,6.28
2025-01-26,C419,P13,2,10.24
2025-01-07,C101,P33,2,17.83
2025-01-23,C416,P26,3,8.51
2025-01-17,C493,P39,5,14.17
2025-01-05,C080,P43,1,7.69
2025-01-17,C439,P48,5,11.01
2025-01-08,C246,P13,5,10.24
2025-01-16,C379,P10,2,17.09
2025-01-29,C490,P15,3,7.67
2025-01-06,C056,P43,2,7.69
2025-01-11,C190,P32,2,7.38
2025-01-26,C494,P49,2,16.35
2025-01-04,C036,P36,4,11.39
2025-01-21,C062,P28,3,5.83
2025-01-30,C475,P38,5,9.94
2025-01-04,C331,P34,1,17.21
2025-01-30,C324,P19,2,6.72
2025-01-29,C269,P21,1,7.17
2025-01-09,C039,P43,2,7.69
2025-01-21,C251,P19,2,6.72
2025-01-22,C236,P35,2,7.88
2025-01-13,C234,P47,4,7.58
2025-01-11,C183,P30,4,9.08
2025-01-02,C404,P10,3,17.09
2025-01-17,C176,P36,5,11.39
2025-01-20,C194,P34,1,17.21
2025-01-20,C254,P31,5,12.51
2025-01-29,C239,P41,3,10.69
2025-01-30,C191,P37,2,11.91
2025-01-15,C228,P35,1,7.88
2025-01-11,C014,P22,3,9.23
2025-01-15,C375,P21,5,7.17
2025-01-03,C262,P10,2,17.09
2025-01-04,C136,P22,2,9.23
2025-01-03,C090,P26,3,8.51
2025-01-11,C003,P37,4,11.91
2025-01-15,C217,P39,2,14.17
2025-01-03,C352,P21,2,7.17
2025-01-04,C025,P15,3,7.67
2025-01-03,C452,P24,3,5.18
2025-01-14,C241,P24,5,5.18
2025-01-17,C197,P11,5,15.28
2025-01-07,C088,P48,5,11.01
2025-01-29,C063,P38,4,9.94
2025-01-04,C036,P28,5,5.83
2025-01-06,C365,P43,3,7.69
2025-01-20,C220,P13,5,10.24
2025-01-02,C289,P41,3,10.69
2025-01-24,C407,P46,3,12.8
2025-01-27,C353,P33,4,17.83
2025-01-27,C124,P45,5,7.25
2025-01-09,C101,P12,5,8.23
2025-01-27,C416,P24,5,5.18
2025-01-29,C345,P47,5,7.58
2025-01-23,C365,P28,5,5.83
2025-01-23,C182,P19,5,6.72
2025-01-08,C083,P36,4,11.39
2025-01-09,C261,P47,4,7.58
2025-01-02,C387,P25,2,12.55
2025-01-15,C306,P14,1,7.59
2025-01-01,C167,P50,4,10.44
2025-01-14,C008,P27,5,13.45
2025-01-25,C205,P12,3,8.23
2025-01-09,C011,P33,2,17.83
2025-01-27,C185,P11,1,15.28
2025-01-12,C288,P17,4,5.81
2025-01-22,C228,P25,5,12.55
2025-01-13,C443,P43,4,7.69
2025-01-11,C169,P30,3,9.08
2025-01-13,C292,P23,3,16.23
2025-01-24,C091,P35,1,7.88
2025-01-06,C267,P36,5,11.39
2025-01-07,C083,P24,5,5.18
2025-01-12,C251,P23,2,16.23
2025-01-19,C445,P47,4,7.58
2025-01-28,C157,P27,1,13.45
2025-01-16,C196,P40,2,14.5
2025-01-16,C011,P21,2,7.17
2025-01-13,C447,P26,3,8.51
2025-01-27,C354,P38,5,9.94
2025-01-09,C087,P16,2,19.8
2025-01-06,C216,P39,1,14.17
2025-01-06,C165,P25,5,12.55
2025-01-21,C183,P12,3,8.23
2025-01-16,C270,P32,4,7.38
2025-01-07,C443,P17,3,5.81
2025-01-20,C289,P43,4,7.69
2025-01-08,C351,P32,2,7.38
2025-01-09,C348,P50,3,10.44
2025-01-18,C464,P48,3,11.01
2025-01-23,C139,P31,3,12.51
2025-01-21,C053,P24,3,5.18
2025-01-26,C316,P25,3,12.55
2025-01-10,C117,P40,3,14.5
2025-01-01,C018,P37,2,11.91
2025-01-17,C474,P27,4,13.45
2025-01-12,C167,P19,4,6.72
2025-01-24,C343,P22,1,9.23
2025-01-14,C317,P20,2,6.28
2025-01-23,C297,P10,1,17.09
2025-01-13,C364,P20,3,6.28
2025-01-19,C098,P46,1,12.8
2025-01-26,C060,P20,2,6.28
2025-01-04,C106,P26,2,8.51
2025-01-06,C064,P46,4,12.8
2025-01-13,C378,P23,5,16.23
2025-01-22,C023,P25,2,12.55
2025-01-29,C240,P27,1,13.45
2025-01-19,C473,P44,2,14.23
2025-01-26,C353,P44,3,14.23
2025-01-06,C347,P47,1,7.58
2025-01-30,C162,P20,5,6.28
2025-01-16,C464,P14,5,7.59
2025-01-22,C461,P50,4,10.44
2025-01-19,C326,P12,1,8.23
2025-01-04,C495,P12,4,8.23
2025-01-07,C188,P21,1,7.17
2025-01-19,C156,P19,1,6.72
2025-01-27,C339,P14,5,7.59
2025-01-08,C031,P23,3,16.23
2025-01-22,C328,P15,5,7.67
2025-01-14,C242,P44,4,14.23
2025-01-16,C465,P32,3,7.38
2025-01-05,C441,P32,4,7.38
2025-01-20,C262,P42,5,14.59
2025-01-11,C001,P27,5,13.45
2025-01-27,C182,P33,2,17.83
2025-01-04,C004,P28,5,5.83
2025-01-23,C315,P42,3,14.59
2025-01-17,C059,P50,2,10.44
2025-01-12,C375,P28,3,5.83
2025-01-01,C084,P12,3,8.23
2025-01-09,C184,P19,5,6.72
2025-01-28,C440,P39,3,14.17
2025-01-06,C241,P10,4,17.09
2025-01-09,C333,P13,4,10.24
2025-01-26,C166,P13,3,10.24
2025-01-30,C368,P36,1,11.39
2025-01-04,C098,P40,5,14.5
2025-01-14,C061,P16,3,19.8
2025-01-16,C078,P50,5,10.44
2025-01-05,C332,P10,3,17.09
2025-01-20,C113,P37,3,11.91
2025-01-11,C067,P35,5,7.88
2025-01-12,C327,P14,5,7.59
2025-01-05,C014,P36,4,11.39
2025-01-22,C073,P10,4,17.09
2025-01-06,C280,P41,5,10.69
2025-01-02,C278,P15,1,7.67
2025-01-23,C126,P40,3,14.5
2025-01-14,C166,P25,3,12.55
2025-01-05,C258,P28,2,5.83
2025-01-02,C086,P38,5,9.94
2025-01-16,C004,P49,4,16.35
2025-01-12,C149,P14,2,7.59
2025-01-17,C399,P27,4,13.45
2025-01-22,C436,P26,2,8.51
2025-01-29,C327,P42,5,14.59
2025-01-22,C118,P17,4,5.81
2025-01-07,C445,P40,3,14.5
2025-01-13,C188,P26,1,8.51
2025-01-23,C260,P23,1,16.23
2025-01-24,C415,P22,1,9.23
2025-01-07,C034,P43,4,7.69
2025-01-21,C381,P22,4,9.23
2025-01-01,C223,P29,3,17.53
2025-01-03,C008,P11,5,15.28
2025-01-21,C103,P42,3,14.59
2025-01-13,C445,P31,2,12.51
2025-01-28,C387,P25,5,12.55
2025-01-29,C389,P36,2,11.39
2025-01-27,C493,P18,4,18.04
2025-01-17,C323,P30,2,9.08
2025-01-12,C305,P20,1,6.28
2025-01-20,C078,P11,1,15.28
2025-01-03,C482,P37,5,11.91
2025-01-12,C378,P48,5,11.01
2025-01-13,C352,P24,1,5.18
2025-01-25,C352,P15,2,7.67
2025-01-02,C325,P47,4,7.58
2025-01-22,C204,P39,3,14.17
2025-01-24,C089,P34,2,17.21
2025-01-27,C382,P12,3,8.23
2025-01-12,C089,P10,3,17.09
2025-01-03,C283,P12,2,8.23
2025-01-22,C010,P46,1,12.8
2025-01-24,C371,P12,2,8.23
2025-01-28,C223,P10,3,17.09
2025-01-22,C426,P20,1,6.28
2025-01-22,C354,P49,3,16.35
2025-01-21,C246,P22,5,9.23
2025-01-06,C418,P50,3,10.44
2025-01-05,C424,P30,4,9.08
2025-01-03,C135,P29,3,17.53
2025-01-11,C232,P22,1,9.23
2025-01-26,C378,P13,2,10.24
